CustomerID,frequency,recency,T,monetary_value
13505.0,4,72,232,898.7525
13506.0,2,315,369,220.225
13507.0,4,2,145,590.465
13508.0,1,243,243,103.92
13509.0,7,8,283,114.59714285714287
13510.0,4,0,183,432.0675
13512.0,1,260,260,243.51000000000002
13513.0,1,126,126,171.35
13514.0,1,73,73,152.20000000000002
13515.0,4,72,247,219.705
13516.0,3,20,238,254.97
13517.0,3,59,179,689.58
13518.0,1,85,85,602.6899999999999
13519.0,1,77,77,108.95
13520.0,6,58,371,408.5333333333333
13521.0,3,0,9,348.56
13522.0,1,29,29,125.80000000000001
13523.0,5,32,365,630.716
13524.0,5,40,219,127.388
13525.0,2,14,247,102.0
13527.0,7,33,326,306.7142857142857
13529.0,2,78,204,125.53
13531.0,2,204,365,223.85
13532.0,1,33,33,210.31
13533.0,3,182,267,89.24666666666667
13534.0,25,1,357,232.3552
13536.0,7,0,74,434.48
13538.0,7,42,315,177.06428571428572
13539.0,3,85,308,196.25666666666666
13544.0,2,39,240,132.955
13546.0,3,11,200,197.46333333333334
13548.0,2,95,243,305.795
13549.0,7,25,241,125.37142857142858
13551.0,1,318,318,76.05000000000001
13552.0,12,65,315,275.75416666666666
13555.0,4,73,201,852.86
13557.0,2,27,280,277.655
13558.0,4,5,67,145.1425
13560.0,1,6,6,171.42000000000002
13561.0,1,215,215,117.75999999999999
13562.0,3,81,245,589.7866666666667
13563.0,2,83,139,250.565
13564.0,3,143,367,363.53000000000003
13565.0,2,18,333,120.11
13566.0,2,40,82,427.195
13568.0,1,172,172,184.20000000000002
13569.0,2,16,367,160.11
13570.0,1,242,242,234.14
13571.0,12,12,253,171.5533333333333
13572.0,1,205,205,1100.68
13573.0,2,49,252,129.73
13575.0,5,22,175,143.914
13576.0,18,9,372,213.495
13577.0,4,24,241,415.25
13579.0,2,14,368,220.02
13581.0,1,308,308,109.45
13583.0,1,155,155,742.55
13584.0,1,306,306,128.25
13587.0,1,63,63,362.75
13588.0,9,15,254,268.50666666666666
13589.0,2,14,179,161.775
13590.0,6,10,302,272.4166666666667
13591.0,3,64,266,342.35999999999996
13592.0,4,35,263,53.0025
13593.0,5,107,335,387.386
13594.0,1,52,52,396.97
13596.0,2,5,12,323.455
13598.0,1,46,46,143.94
13599.0,21,0,366,217.72190476190477
13600.0,1,311,311,167.77
13601.0,2,44,210,342.04
13602.0,1,64,64,414.40000000000003
13603.0,1,25,25,159.44
13606.0,3,28,311,78.14333333333333
13607.0,1,39,39,653.0600000000001
13610.0,7,11,284,149.3542857142857
13611.0,3,88,359,362.58666666666664
13614.0,4,23,330,353.21500000000003
13615.0,1,318,318,415.89
13617.0,3,39,179,174.51333333333332
13618.0,1,173,173,168.79
13621.0,1,116,116,210.85
13623.0,5,30,296,125.902
13626.0,1,252,252,256.33
13627.0,5,58,357,277.066
13629.0,11,22,338,190.31909090909093
13630.0,7,4,285,187.92000000000002
13631.0,11,99,266,117.20454545454545
13632.0,5,24,242,408.22400000000005
13634.0,5,32,326,295.062
13635.0,1,67,67,1061.43
13636.0,5,36,284,176.616
13637.0,3,51,225,262.51666666666665
13638.0,1,15,15,112.14
13639.0,1,73,73,770.59
13642.0,1,215,215,286.03000000000003
13643.0,3,30,185,171.14666666666668
13644.0,4,15,105,586.5225
13645.0,1,119,119,154.35
13647.0,4,9,234,369.5675
13649.0,2,256,365,170.675
13650.0,6,16,267,294.965
13651.0,2,34,39,42.9
13652.0,3,45,368,359.38000000000005
13654.0,6,42,272,421.9533333333333
13655.0,2,113,241,442.485
13656.0,2,164,336,179.145
13657.0,2,10,201,177.25
13658.0,5,9,203,456.62
13659.0,2,205,320,702.135
13662.0,3,85,258,271.10333333333335
13663.0,1,178,178,181.07
13666.0,3,59,286,27.55
13667.0,1,148,148,289.7
13668.0,21,2,362,246.38809523809522
13669.0,2,50,149,95.225
13670.0,1,74,74,348.2
13672.0,2,300,331,93.19500000000001
13673.0,2,18,31,175.145
13675.0,2,150,284,241.94
13678.0,1,151,151,141.31
13680.0,4,0,338,724.8225
13681.0,4,17,154,206.50750000000002
13682.0,1,186,186,49.0
13684.0,1,285,285,65.13
13685.0,7,2,59,25.881428571428575
13686.0,1,182,182,72.0
13689.0,1,62,62,238.75
13690.0,1,58,58,134.10000000000002
13692.0,3,24,235,394.5466666666666
13694.0,50,3,373,399.3882
13695.0,15,30,259,133.802
13697.0,1,38,38,151.29999999999998
13699.0,1,154,154,295.08
13700.0,10,25,326,204.58800000000002
13704.0,9,4,87,245.2277777777778
13705.0,3,7,373,180.84333333333333
13706.0,1,302,302,305.89
13707.0,2,266,314,355.055
13708.0,1,270,270,275.21
13709.0,13,3,314,434.8961538461539
13710.0,1,31,31,156.81
13711.0,2,218,218,123.58000000000001
13712.0,1,246,246,144.45
13715.0,5,280,372,214.35
13716.0,1,268,268,138.28
13717.0,6,31,297,212.88666666666666
13718.0,2,245,295,141.2
13719.0,5,14,233,192.432
13720.0,4,116,254,180.5125
13721.0,1,35,35,515.9399999999999
13722.0,3,131,282,757.4766666666668
13723.0,1,216,216,187.60000000000002
13725.0,8,49,308,216.6275
13726.0,2,38,100,345.06
13727.0,2,28,33,165.39000000000001
13728.0,6,36,310,160.40666666666667
13730.0,2,135,161,355.65
13731.0,2,218,246,285.795
13732.0,1,27,27,491.86
13735.0,4,24,233,651.6975
13736.0,2,4,259,334.475
13737.0,1,199,199,309.4
13739.0,1,17,17,188.85
13740.0,1,240,240,313.46
13741.0,3,71,216,205.21
13742.0,12,16,319,234.38833333333332
13743.0,7,2,258,138.5285714285714
13744.0,2,94,291,503.755
13745.0,1,161,161,282.11
13748.0,5,95,373,130.23999999999998
13750.0,5,53,336,154.036
13751.0,1,287,287,169.35
13752.0,6,123,246,162.09833333333333
13753.0,1,287,287,731.91
13754.0,2,151,316,115.425
13755.0,9,3,62,218.1288888888889
13756.0,14,1,367,274.5314285714286
13758.0,7,11,373,380.4842857142857
13759.0,2,32,70,283.42
13760.0,2,53,255,143.395
13761.0,2,49,179,532.325
13762.0,1,218,218,187.45
13763.0,1,62,62,961.4
13764.0,3,70,336,497.7066666666667
13767.0,37,1,373,322.11243243243246
13769.0,10,1,366,251.79700000000003
13771.0,4,63,246,619.93
13772.0,3,33,239,366.81
13774.0,1,81,81,336.65000000000003
13777.0,33,0,372,262.1360606060606
13778.0,1,102,102,178.7
13780.0,2,6,170,138.03
13781.0,1,250,250,113.54
13782.0,6,12,327,145.23666666666665
13784.0,11,9,331,109.38727272727273
13786.0,1,366,366,212.54999999999998
13787.0,2,75,363,138.4
13790.0,1,3,3,304.84
13791.0,2,127,167,171.375
13792.0,2,65,286,95.275
13798.0,57,0,371,253.3922807017544
13799.0,2,116,293,339.53
13800.0,1,309,309,531.62
13801.0,1,66,66,307.1
13802.0,3,138,311,776.5066666666667
13803.0,1,254,254,277.07
13804.0,7,30,289,355.07
13805.0,2,51,128,96.375
13806.0,1,63,63,240.63000000000002
13807.0,1,366,366,110.8
13808.0,5,5,96,309.882
13809.0,1,304,304,127.8
13810.0,3,28,55,263.05333333333334
13811.0,3,183,238,170.0
13812.0,3,41,104,168.20000000000002
13813.0,4,39,134,309.44
13814.0,2,91,136,734.61
13815.0,4,21,318,884.9275
13816.0,2,23,63,244.585
13817.0,2,28,351,175.74
13819.0,3,301,319,286.4166666666667
13821.0,2,144,261,183.445
13822.0,2,5,39,269.15
13823.0,2,18,91,456.055
13824.0,5,32,309,295.072
13826.0,1,175,175,162.3
13827.0,3,57,142,119.21666666666665
13828.0,1,21,21,182.7
13831.0,6,15,369,240.8133333333333
13832.0,1,18,18,52.199999999999996
13833.0,1,158,158,360.45
13835.0,4,24,214,203.0925
13837.0,2,211,317,126.42
13838.0,4,5,369,159.5425
13842.0,9,58,366,346.0444444444445
13844.0,1,10,10,360.12
13845.0,1,64,64,263.11
13846.0,3,24,359,279.38666666666666
13848.0,3,91,365,19.25
13849.0,2,51,170,745.275
13850.0,1,128,128,1568.98
13851.0,3,95,287,565.7766666666666
13853.0,1,56,56,929.55
13854.0,25,8,365,252.5868
13856.0,3,168,202,64.60000000000001
13858.0,1,56,56,212.67
13859.0,1,325,325,195.26000000000002
13860.0,5,0,86,240.336
13862.0,8,17,331,273.83875
13863.0,1,247,247,294.88
13865.0,4,57,289,118.8275
13866.0,1,73,73,145.67000000000002
13867.0,3,30,217,319.0133333333333
13868.0,2,6,38,267.685
13869.0,4,122,356,744.55
13870.0,8,1,287,284.91125
13871.0,13,22,308,474.8269230769231
13873.0,3,119,309,125.51666666666667
13874.0,1,357,357,371.2
13875.0,5,53,300,337.864
13876.0,1,63,63,113.80000000000001
13877.0,1,85,85,69.4
13878.0,1,54,54,1191.08
13880.0,13,20,366,240.8023076923077
13881.0,20,3,311,377.8405
13882.0,5,2,63,208.31799999999998
13883.0,5,10,252,502.26599999999996
13884.0,5,6,282,149.84
13885.0,2,188,200,240.1
13886.0,1,70,70,233.56
13887.0,1,203,203,338.95
13888.0,2,119,217,285.51
13889.0,1,92,92,416.90000000000003
13890.0,10,0,358,187.496
13892.0,4,26,246,117.3775
13893.0,1,297,297,618.2
13894.0,3,23,309,165.26666666666668
13895.0,4,27,164,604.6675
13897.0,1,49,49,311.16
13898.0,1,325,325,153.93
13899.0,2,15,274,183.76
13900.0,3,182,262,228.4
13901.0,5,71,318,528.816
13904.0,2,36,294,166.32
13908.0,4,79,276,538.33
13911.0,9,56,307,240.82888888888888
13914.0,2,11,35,308.54
13917.0,2,49,191,133.57
13918.0,2,49,252,373.925
13919.0,2,58,121,177.18
13922.0,1,351,351,144.6
13923.0,1,53,53,347.63
13924.0,6,1,71,287.1333333333333
13925.0,4,92,134,139.8375
13926.0,1,22,22,187.60000000000002
13927.0,1,74,74,348.99
13928.0,4,10,132,106.6175
13929.0,2,168,325,296.475
13930.0,2,57,136,168.67
13931.0,2,95,280,578.69
13932.0,1,294,294,285.8
13933.0,2,108,147,303.495
13934.0,1,263,263,901.15
13936.0,1,179,179,374.49
13937.0,1,168,168,149.5
13938.0,1,34,34,71.66
13939.0,3,22,311,175.79
13940.0,4,16,143,200.01500000000001
13941.0,5,21,372,512.7760000000001
13946.0,3,78,267,99.61
13947.0,1,64,64,90.6
13948.0,1,360,360,100.19999999999999
13949.0,6,2,94,377.8066666666667
13950.0,4,10,246,160.9775
13951.0,3,175,293,203.4466666666667
13952.0,2,217,238,1496.28
13953.0,7,6,352,69.20428571428572
13954.0,2,1,70,191.41
13955.0,2,153,305,145.905
13956.0,5,4,270,186.828
13959.0,3,78,361,194.53
13960.0,2,20,71,115.11
13962.0,2,21,245,67.3
13963.0,4,307,367,152.63
13967.0,1,145,145,66.95
13969.0,18,6,364,435.535
13971.0,8,18,285,333.28875
13972.0,2,70,201,94.675
13973.0,1,286,286,254.25
13974.0,1,48,48,413.59000000000003
13975.0,6,30,276,399.15000000000003
13976.0,1,206,206,342.71
13978.0,2,14,44,82.39
13979.0,1,72,72,869.87
13980.0,1,59,59,169.03
13982.0,4,38,364,441.9625
13983.0,12,29,366,134.37916666666666
13984.0,5,26,365,83.536
13985.0,15,3,263,466.882
13986.0,1,16,16,217.56
13988.0,6,19,254,636.9283333333334
13989.0,2,65,238,352.355
13990.0,1,212,212,302.33
13991.0,6,11,142,131.68166666666667
13992.0,1,29,29,76.8
13993.0,9,42,330,337.33444444444444
13994.0,6,3,147,368.49
13995.0,5,14,245,276.798
13999.0,12,9,361,319.4841666666667
14000.0,1,210,210,380.7
14001.0,3,45,372,425.5
14002.0,2,133,155,239.29999999999998
14004.0,7,42,288,565.8157142857143
14005.0,5,9,215,405.98
14006.0,3,115,311,212.20000000000002
14009.0,2,197,204,345.90500000000003
14012.0,1,277,277,328.8
14013.0,3,109,275,151.69333333333333
14014.0,1,76,76,411.42
14015.0,1,52,52,814.12
14016.0,4,161,356,891.405
14019.0,3,46,137,390.00333333333333
14020.0,2,16,87,314.305
14021.0,3,154,255,195.23333333333335
14022.0,1,224,224,425.55
14023.0,2,6,249,286.01
14024.0,2,121,123,160.475
14027.0,1,60,60,104.82
14029.0,2,62,143,203.455
14030.0,8,17,365,225.55625
14031.0,19,6,371,557.1136842105263
14032.0,11,1,366,243.09181818181816
14034.0,3,21,156,172.11333333333334
14035.0,5,28,297,251.214
14036.0,1,284,284,601.25
14037.0,2,175,364,73.375
14038.0,3,77,206,520.1266666666667
14039.0,1,32,32,118.85
14040.0,12,40,330,269.2716666666667
14041.0,1,265,265,141.41
14044.0,4,26,309,146.155
14045.0,4,108,373,146.25
14046.0,1,283,283,93.96
14047.0,5,8,372,237.19
14048.0,1,304,304,405.1
14049.0,4,16,317,1292.8725
14050.0,2,31,105,373.18
14051.0,23,0,366,596.0982608695653
14052.0,1,19,19,218.66
14053.0,2,123,159,49.75
14054.0,1,64,64,92.46
14055.0,1,105,105,364.14
14056.0,23,0,283,343.61782608695654
14057.0,17,23,360,302.9688235294118
14059.0,1,266,266,153.85
14060.0,19,4,372,230.21684210526314
14062.0,12,9,363,460.47
14064.0,5,28,273,182.15
14066.0,1,266,266,136.8
14067.0,2,63,96,170.02
14068.0,1,319,319,263.85
14071.0,8,3,264,164.25375
14073.0,1,31,31,151.04
14075.0,3,4,260,290.2633333333333
14076.0,1,128,128,109.22
14077.0,5,40,273,90.26
14078.0,6,101,372,172.37
14079.0,1,124,124,221.5
14080.0,1,32,32,45.599999999999994
14081.0,2,301,368,432.575
14082.0,1,364,364,173.3
14083.0,9,3,371,107.28888888888889
14085.0,18,1,368,234.24166666666667
14087.0,1,2,2,190.42
14088.0,13,9,321,2872.881538461538
14089.0,1,56,56,142.3
14092.0,14,7,357,288.6114285714286
14093.0,1,11,11,427.15
14096.0,17,3,101,2729.8705882352942
14098.0,1,36,36,147.35
14099.0,11,15,354,264.6372727272728
14100.0,1,137,137,189.25
14101.0,6,73,325,240.49166666666667
14102.0,5,4,44,173.446
14104.0,2,154,165,53.605
14105.0,1,238,238,1227.14
14107.0,7,51,363,372.67428571428576
14108.0,2,30,101,290.93
14109.0,1,72,72,144.2
14110.0,12,3,266,345.6975
14111.0,4,13,241,85.5125
14112.0,7,22,275,398.5585714285714
14113.0,4,3,354,262.88
14114.0,2,273,330,142.565
14116.0,5,19,121,263.108
14117.0,1,143,143,90.0
14121.0,4,3,59,660.8275
14124.0,1,83,83,44.75
14125.0,3,10,77,872.2433333333333
14126.0,3,7,10,106.21666666666668
14127.0,3,122,310,232.67
14128.0,2,60,255,316.25
14129.0,5,1,260,221.91199999999998
14130.0,1,318,318,449.21
14132.0,11,1,183,291.28818181818184
14133.0,3,129,315,186.01333333333332
14135.0,15,1,372,238.55266666666665
14138.0,2,1,63,482.94000000000005
14139.0,1,45,45,348.53
14140.0,2,3,31,462.715
14141.0,4,2,104,227.47
14142.0,1,372,372,306.45
14143.0,1,133,133,109.8
14145.0,4,46,216,340.3125
14146.0,5,8,356,771.16
14147.0,2,77,285,212.77499999999998
14148.0,1,233,233,104.7
14149.0,1,220,220,436.12
14150.0,2,35,359,316.12
14152.0,2,74,233,306.16
14154.0,2,238,238,487.71
14155.0,1,265,265,118.75
14156.0,55,9,371,845.0565454545455
14157.0,2,19,284,207.615
14158.0,1,39,39,466.88
14159.0,11,19,362,415.3209090909091
14161.0,3,215,368,350.17333333333335
14162.0,2,173,292,128.43
14163.0,4,86,238,451.34000000000003
14164.0,2,70,80,423.7
14165.0,1,275,275,112.19
14167.0,4,38,330,137.585
14171.0,1,97,97,345.94
14173.0,4,10,218,94.02250000000001
14174.0,1,32,32,132.01
14175.0,3,59,329,981.25
14176.0,4,296,367,140.55
14177.0,4,85,179,130.755
14178.0,7,8,181,223.14142857142858
14179.0,2,40,51,338.085
14180.0,25,10,371,147.6928
14184.0,1,66,66,410.59
14185.0,1,330,330,35.25
14188.0,6,30,309,335.185
14189.0,15,1,368,291.666
14191.0,13,1,220,349.2576923076923
14193.0,2,67,269,410.325
14194.0,21,4,307,511.04095238095243
14195.0,2,201,251,169.375
14196.0,1,106,106,216.21999999999997
14198.0,4,17,238,161.4625
14199.0,1,217,217,130.2
14201.0,7,59,358,94.62714285714286
14204.0,1,1,1,143.16
14205.0,2,16,263,226.6
14206.0,1,238,238,317.65999999999997
14208.0,1,94,94,146.14
14209.0,6,10,331,308.34166666666664
14210.0,6,105,371,306.10333333333335
14211.0,9,52,294,229.01666666666668
14212.0,1,89,89,281.75
14214.0,5,30,277,194.578
14215.0,6,11,367,290.37
14216.0,4,2,37,419.04
14217.0,17,1,365,105.84588235294119
14218.0,1,42,42,169.48000000000002
14219.0,1,3,3,88.44
14220.0,2,246,357,276.485
14221.0,9,41,338,349.43888888888887
14222.0,1,176,176,637.0
14223.0,3,91,263,314.60333333333335
14224.0,4,109,319,214.365
14226.0,5,28,268,337.298
14227.0,10,25,284,328.582
14229.0,3,51,333,418.34999999999997
14231.0,3,183,288,281.92
14232.0,5,42,264,372.482
14233.0,4,48,317,290.73
14234.0,4,21,56,182.7925
14235.0,5,74,259,456.86800000000005
14236.0,2,80,371,224.32
14237.0,1,372,372,129.95000000000002
14238.0,1,325,325,134.95
14239.0,11,42,315,210.1590909090909
14240.0,2,29,225,432.57
14241.0,1,183,183,213.70000000000002
14242.0,2,234,325,132.125
14243.0,10,8,365,248.388
14245.0,2,219,263,829.6
14246.0,3,110,245,473.4166666666667
14247.0,1,277,277,126.62
14248.0,1,317,317,278.58
14250.0,3,6,88,630.1266666666667
14251.0,5,1,57,471.21400000000006
14256.0,2,259,364,466.53000000000003
14257.0,5,63,318,538.72
14258.0,9,8,337,771.8622222222223
14259.0,1,141,141,119.1
14261.0,2,50,78,512.895
14262.0,8,7,240,315.07625
14264.0,2,154,245,159.835
14265.0,2,108,148,230.465
14267.0,3,162,260,443.48
14270.0,1,331,331,461.65000000000003
14271.0,1,225,225,107.42
14272.0,2,73,253,201.1
14273.0,4,50,241,139.9925
14276.0,3,98,289,364.99666666666667
14277.0,3,14,211,1219.2733333333333
14280.0,1,196,196,122.63999999999999
14282.0,15,2,367,212.542
14284.0,2,30,85,286.4
14285.0,4,20,176,349.32
14286.0,3,23,242,1460.03
14287.0,3,7,198,54.11666666666667
14288.0,1,212,212,372.25
14289.0,6,8,289,144.67666666666668
14290.0,5,10,361,452.14000000000004
14291.0,11,1,274,335.90909090909093
14292.0,9,7,282,372.7311111111111
14293.0,4,2,368,260.29
14295.0,1,39,39,166.20000000000002
14297.0,4,17,274,306.7125
14298.0,44,7,359,852.3954545454545
14299.0,9,7,365,366.6822222222222
14300.0,1,18,18,43.2
14301.0,1,116,116,384.45
14304.0,1,222,222,366.9
14305.0,3,70,134,616.22
14306.0,2,50,85,701.815
14307.0,6,88,373,482.185
14309.0,9,7,357,223.77222222222224
14311.0,1,242,242,276.22
14312.0,6,46,336,249.26
14314.0,1,106,106,104.97999999999999
14315.0,6,44,265,393.38000000000005
14317.0,1,64,64,488.08
14320.0,2,206,332,236.445
14321.0,5,10,333,283.88
14323.0,2,114,238,288.83
14326.0,1,241,241,155.1
14327.0,1,162,162,311.65
14329.0,7,16,328,666.79
14331.0,2,123,134,227.88
14332.0,3,22,147,249.1
14333.0,1,67,67,353.2
14334.0,8,16,357,307.13875
14335.0,2,15,95,221.1
14336.0,4,16,275,364.15250000000003
14338.0,2,160,195,270.225
14339.0,1,242,242,309.52
14340.0,1,218,218,134.7
14341.0,8,44,317,258.93375
14342.0,4,20,209,128.07500000000002
14344.0,8,126,368,95.53500000000001
14345.0,1,38,38,108.97999999999999
14346.0,2,120,296,461.23
14348.0,1,259,259,402.87
14349.0,1,9,9,132.5
14350.0,1,273,273,282.93
14352.0,4,156,272,250.7525
14353.0,1,214,214,90.6
14354.0,2,5,29,67.965
14355.0,1,365,365,173.5
14356.0,2,79,80,300.46500000000003
14357.0,1,42,42,222.67000000000002
14359.0,3,18,87,293.86
14360.0,4,31,94,498.1575
14362.0,1,21,21,146.25
14364.0,8,108,210,257.9625
14367.0,16,7,275,540.74625
14368.0,1,319,319,135.2
14371.0,1,294,294,100.5
14373.0,1,357,357,47.7
14375.0,1,184,184,234.66
14377.0,2,190,261,214.5
14379.0,2,43,294,173.82500000000002
14381.0,1,51,51,202.68
14382.0,1,25,25,512.58
14383.0,3,37,163,368.89000000000004
14385.0,3,8,23,67.37
14386.0,1,296,296,138.6
14387.0,3,32,108,551.0833333333334
14388.0,8,9,372,385.57
14389.0,2,64,190,456.97
14390.0,9,9,372,477.5466666666667
14393.0,1,217,217,67.95
14395.0,9,1,371,380.19
14396.0,2,64,370,240.545
14397.0,19,2,213,107.70105263157895
14400.0,1,148,148,441.48
14401.0,13,3,359,272.5146153846154
14403.0,4,129,246,224.8625
14404.0,6,33,368,225.12166666666667
14406.0,1,118,118,142.5
14407.0,6,106,276,266.5883333333333
14408.0,7,10,263,321.75428571428574
14409.0,6,70,367,211.98666666666668
14410.0,9,91,305,119.4688888888889
14411.0,1,310,310,891.9000000000001
14412.0,2,42,72,337.29
14413.0,1,361,361,118.60000000000001
14414.0,7,91,358,182.27428571428572
14415.0,13,0,359,437.6469230769231
14416.0,2,21,41,139.5
14418.0,3,3,107,595.0466666666667
14419.0,6,10,364,174.74
14420.0,1,98,98,387.52
14421.0,2,56,211,401.805
14422.0,6,0,266,668.0733333333334
14423.0,1,217,217,147.89999999999998
14426.0,10,23,312,378.696
14427.0,2,49,63,170.12
14428.0,5,6,324,207.608
14431.0,1,302,302,423.66
14432.0,6,9,88,360.5216666666667
14434.0,6,21,71,196.21666666666667
14436.0,1,98,98,84.06
14437.0,1,365,365,63.0
14438.0,1,305,305,131.9
14439.0,1,319,319,2352.3
14440.0,5,7,365,430.726
14441.0,4,0,255,402.77250000000004
14442.0,2,204,316,664.985
14443.0,4,53,368,346.27
14446.0,4,0,246,245.93
14447.0,5,18,280,232.46599999999998
14448.0,2,8,363,129.525
14449.0,4,18,371,218.6675
14450.0,3,180,320,161.08333333333334
14451.0,2,59,194,320.95
14452.0,2,10,93,122.0
14453.0,1,189,189,117.48
14456.0,9,4,141,325.42333333333335
14457.0,1,310,310,99.89
14459.0,1,154,154,1570.66
14460.0,3,109,310,86.5
14461.0,3,147,261,637.6033333333334
14462.0,11,65,339,170.87545454545455
14463.0,3,97,204,124.53333333333335
14465.0,3,246,302,312.61333333333334
14466.0,7,28,371,272.7714285714286
14467.0,4,17,312,143.7525
14470.0,2,11,287,200.12
14472.0,8,103,354,215.8
14473.0,2,73,281,105.89
14474.0,1,45,45,480.06
14475.0,3,71,304,290.92
14476.0,1,256,256,190.55
14477.0,4,19,296,113.05
14479.0,2,253,364,156.325
14480.0,1,10,10,277.55
14481.0,2,164,286,297.955
14482.0,6,17,238,223.005
14483.0,1,281,281,137.1
14484.0,1,49,49,312.26
14485.0,1,38,38,159.35
14487.0,6,26,367,180.22166666666666
14488.0,1,67,67,833.43
14489.0,1,206,206,454.25
14491.0,2,174,372,159.24
14493.0,5,6,154,457.75600000000003
14494.0,1,25,25,139.56
14495.0,2,50,120,61.9
14496.0,2,311,372,229.585
14497.0,1,308,308,448.02
14498.0,5,42,361,342.454
14499.0,3,25,278,268.74666666666667
14500.0,3,87,189,95.61666666666667
14501.0,2,183,319,125.605
14502.0,11,19,312,209.81636363636363
14503.0,6,2,178,549.36
14504.0,4,46,277,160.5525
14505.0,8,16,361,702.8125
14506.0,5,16,368,373.62
14507.0,6,23,275,196.67166666666665
14508.0,2,21,89,124.25
14511.0,5,10,133,252.43200000000002
14512.0,2,187,231,114.065
14513.0,3,100,288,93.91666666666667
14514.0,3,60,330,304.93333333333334
14515.0,6,17,218,319.855
14517.0,2,32,141,156.275
14518.0,1,63,63,136.94
14520.0,2,1,290,66.725
14522.0,4,23,197,165.6275
14523.0,1,107,107,191.91000000000003
14524.0,9,31,360,184.86444444444444
14525.0,9,19,360,356.17333333333335
14527.0,55,2,368,134.30218181818182
14528.0,1,36,36,333.09
14529.0,3,59,109,188.48666666666668
14530.0,6,25,296,428.4916666666666
14532.0,4,235,351,220.725
14533.0,7,24,352,169.1342857142857
14534.0,18,2,318,227.67111111111112
14535.0,3,59,248,926.06
14536.0,1,259,259,143.5
14537.0,1,57,57,355.56
14538.0,2,64,255,189.675
14539.0,2,15,44,262.91
14540.0,3,9,308,308.83666666666664
14541.0,8,58,318,179.7875
14542.0,1,185,185,103.25
14543.0,16,28,364,177.430625
14544.0,2,23,361,851.285
14546.0,5,4,248,507.776
14547.0,8,3,53,463.31375
14548.0,2,150,317,127.49999999999999
14549.0,1,310,310,275.23
14550.0,2,10,44,370.26
14551.0,2,17,203,85.365
14552.0,1,151,151,163.77
14553.0,5,18,338,130.674
14554.0,4,9,51,530.8575
14555.0,2,56,301,146.975
14557.0,1,84,84,574.44
14560.0,22,6,357,80.37636363636364
14561.0,3,75,183,343.78999999999996
14562.0,18,3,303,261.25666666666666
14565.0,4,95,360,720.015
14566.0,1,110,110,179.0
14567.0,2,56,129,718.98
14569.0,1,0,0,158.84
14570.0,2,280,280,106.355
14572.0,7,2,323,372.93
14573.0,9,179,371,150.66111111111113
14577.0,4,12,362,214.9275
14578.0,1,2,2,139.01
14581.0,1,16,16,115.17
14582.0,1,40,40,109.21000000000001
14583.0,5,5,205,190.68
14584.0,4,168,197,240.19
14585.0,1,49,49,156.05
14586.0,1,276,276,225.44
14587.0,9,18,330,167.89777777777778
14589.0,1,371,371,37.5
14591.0,4,14,212,296.1525
14592.0,3,34,63,182.09666666666666
14593.0,3,21,198,187.8166666666667
14594.0,2,6,372,177.89
14595.0,6,19,312,282.24333333333334
14597.0,2,10,191,337.12
14598.0,1,43,43,221.97
14600.0,1,305,305,371.43
14601.0,1,10,10,155.21
14603.0,1,274,274,82.5
14606.0,93,0,372,115.1452688172043
14607.0,14,15,260,248.8857142857143
14608.0,4,3,361,354.2875
14609.0,4,71,296,3.0625
14616.0,3,242,317,85.86
14618.0,3,8,337,163.78
14619.0,1,245,245,368.74
14620.0,2,205,283,199.145
14621.0,5,0,357,337.284
14622.0,1,184,184,318.78000000000003
14623.0,5,31,234,166.41000000000003
14624.0,2,56,58,112.925
14625.0,2,195,360,427.99
14626.0,4,23,232,637.58
14628.0,2,90,241,322.105
14629.0,2,3,46,428.705
14631.0,3,50,298,288.5566666666667
14632.0,1,262,262,104.69
14633.0,1,265,265,325.40000000000003
14636.0,2,35,268,304.925
14638.0,1,50,50,419.6
14639.0,6,51,360,457.80333333333334
14640.0,6,23,227,327.25166666666667
14641.0,1,21,21,110.46
14642.0,1,58,58,46.3
14643.0,2,169,357,280.935
14644.0,2,67,297,334.135
14645.0,2,156,275,255.835
14646.0,73,1,354,1127.6564383561645
14647.0,1,200,200,236.04000000000002
14649.0,4,4,211,314.065
14651.0,2,66,210,310.15
14652.0,1,76,76,109.28
14653.0,7,0,337,259.0214285714286
14655.0,4,7,221,361.82
14656.0,2,168,282,139.225
14657.0,4,17,325,203.0925
14658.0,2,4,116,100.3
14659.0,9,8,315,276.6977777777778
14660.0,2,86,100,139.37
14661.0,1,26,26,86.05
14662.0,4,28,315,181.2625
14664.0,2,19,32,309.545
14665.0,5,60,310,345.4
14666.0,1,23,23,190.35
14667.0,25,10,367,325.2536
14669.0,3,241,332,401.50666666666666
14670.0,2,279,279,196.20499999999998
14672.0,2,234,335,364.16
14673.0,5,2,367,317.028
14675.0,1,15,15,558.51
14676.0,6,30,282,260.47833333333335
14680.0,16,24,371,739.653125
14681.0,3,70,211,112.5
14682.0,2,187,200,16.25
14684.0,5,25,362,237.392
14687.0,1,106,106,408.52
14688.0,21,7,373,232.2461904761905
14689.0,1,208,208,112.35
14690.0,2,43,151,175.95
14691.0,5,30,212,405.838
14692.0,4,136,321,147.1375
14693.0,1,264,264,120.4
14696.0,7,3,372,284.32
14697.0,2,217,217,79.405
14698.0,5,1,50,235.314
